Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
SIH,SIHAYO GOLD LIMITED,0.003,0,0,Buy,251991,755.973,18306384,,-0.006,29,Non-Energy Minerals
TSL,TITANIUM SANDS LIMITED,0.014,7.69230769,0.001,Neutral,197339,2762.746,18283172,,-0.001,,Non-Energy Minerals
SGQ,ST GEORGE MINING LIMITED,0.026,0,0,Sell,1168867,30390.542,18200464,,-0.0143,,Non-Energy Minerals
OEC,ORBITAL CORPORATION LIMITED,0.21,5,0.01,Sell,10452,2194.92,18184674,,-0.1223,,Electronic Technology
GTI,GRATIFII LIMITED,0.019,0,0,Sell,1788346,33978.574,18178486,,,,Technology Services
QFE,QUICKFEE LIMITED,0.068,0,0,Sell,13770,936.36,18112598,,-0.0593,,Commercial Services
RIM,RIMFIRE PACIFIC MINING LIMITED,0.01,0,0,Buy,3760877,37608.77,18062447,,-0.0004,,Non-Energy Minerals
TMZ,THOMSON RESOURCES LIMITED,0.023,0,0,Strong Sell,562358,12934.234,18056540,,-0.0095,,Non-Energy Minerals
NSM,NORTH STAWELL MINERALS LTD,0.15,0,0,Sell,67835,10175.25,18019051,,-0.0153,,Non-Energy Minerals
ACR,ACRUX LIMITED,0.063,-10,-0.007,Buy,45324,2855.412,17982419,,-0.0346,,Health Technology
ADD,ADAVALE RESOURCES LIMITED,0.035,-2.77777778,-0.001,Buy,621539,21753.865,17889392,,-0.0128,,Non-Energy Minerals
AUN,AURUMIN LIMITED,0.115,4.54545455,0.005,Sell,273595,31463.425,17862300,,-0.0629,,Non-Energy Minerals
HFY,HUBIFY LIMITED,0.036,0,0,Strong Sell,66409,2390.724,17860906,,-0.0039,,Communications
BPH,BPH ENERGY LTD,0.025,13.63636364,0.003,Buy,21302473,532561.825,17844246,,-0.0016,,Finance
PNX,PNX METALS LIMITED,0.004,0,0,Sell,300000,1200,17776233,,-0.0003,,Non-Energy Minerals
TRT,TODD RIVER RESOURCES LIMITED,0.031,0,0,Sell,245000,7595,17729964,,-0.0127,,Non-Energy Minerals
LBY,LAYBUY GROUP HOLDINGS LIMITED,0.069,0,0,Sell,501229,34584.801,17704033,,-0.2015,,Technology Services
PFT,PURE FOODS TASMANIA LIMITED,0.2,-4.76190476,-0.01,Neutral,178512,35702.4,17676194,,-0.0525,,Process Industries
MMG,MONGER GOLD LTD,0.385,-1.28205128,-0.005,Buy,148522,57180.97,17646400,,-0.0369,,Non-Energy Minerals
MTH,MITHRIL RESOURCES LIMITED,0.006,0,0,Buy,2600000,15600,17641398,,-0.0004,,Non-Energy Minerals
NSX,NSX LIMITED,0.043,-8.5106383,-0.004,Strong Sell,84351,3627.093,17630864,,-0.0224,,Finance
AC8,AUSCANN GROUP HOLDINGS LTD,0.04,-4.76190476,-0.002,Strong Sell,189555,7582.2,17621884,,-0.0598,,Process Industries
BTN,BUTN LIMITED,0.11,0,0,Strong Sell,15000,1650,17603300,,-0.0545,,Technology Services
RCW,RIGHTCROWD LIMITED,0.067,0,0,Sell,100000,6700,17530031,,-0.0573,,Technology Services
N1H,N1 HOLDINGS LIMITED,0.22,10,0.02,Buy,11371,2501.62,17511115,,,,Finance
TEG,TRIANGLE ENERGY (GLOBAL) LIMITED,0.012,-7.69230769,-0.001,Strong Sell,3248243,38978.916,17479018,26,0.0005,,Energy Minerals
IPT,IMPACT MINERALS LIMITED,0.008,14.28571429,0.001,Sell,1212665,9701.32,17369595,,-0.0023,,Non-Energy Minerals
BMH,BAUMART HOLDINGS LIMITED,0.12,0,0,Sell,10050,1206,17369370,,-0.0002,,Retail Trade
ECG,ECARGO HOLDINGS LIMITED,0.028,0,0,Buy,6500,182,17227000,93.33333333,0.0003,,Technology Services
DXN,DXN LIMITED,0.01,-9.09090909,-0.001,Buy,832245,8322.45,17213148,,,,Technology Services
QML,QMINES LIMITED,0.145,0,0,Sell,252503,36612.935,17158900,,-0.0202,,Non-Energy Minerals
EGY,ENERGY TECHNOLOGIES LIMITED,0.063,-1.5625,-0.001,Sell,100000,6300,17153338,,-0.0338,,Producer Manufacturing
EQE,EQUUS MINING LIMITED,0.11,12.24489796,0.012,Sell,133165,14648.15,17059541,,-0.0151,,Non-Energy Minerals
HYD,HYDRIX LIMITED,0.086,0,0,Sell,5000,430,16997323,,-0.0319,70,Electronic Technology
DTM,DART MINING NL,0.105,-16,-0.02,Buy,2420318,254133.39,16907520,,-0.0072,,Non-Energy Minerals
MAT,MATSA RESOURCES LIMITED,0.043,4.87804878,0.002,Sell,673942,28979.506,16849140,,-0.0243,27,Non-Energy Minerals
DAF,DISCOVERY ALASKA LIMITED,0.075,0,0,Buy,231899,17392.425,16817604,,-0.0013,,Non-Energy Minerals
MEI,METEORIC RESOURCES NL,0.012,9.09090909,0.001,Neutral,2420725,29048.7,16789271,,-0.0063,,Non-Energy Minerals
SBR,SABRE RESOURCES LIMITED,0.006,0,0,Buy,10780325,64681.95,16738386,,-0.005,,Non-Energy Minerals
ATP,ATLAS PEARLS LTD,0.039,0,0,Buy,333,12.987,16567575,3.75,0.0108,1000,Retail Trade
CM8,CROWD MEDIA HOLDINGS LIMITED,0.024,4.34782609,0.001,Neutral,519024,12456.576,16556297,,,,Technology Services
CSE,COPPER STRIKE LIMITED,0.14,12,0.015,Strong Buy,174605,24444.7,16531404,,-0.0085,,Non-Energy Minerals
WRM,WHITE ROCK MINERALS LIMITED,0.092,2.22222222,0.002,Sell,75821,6975.532,16530224,,-0.1326,,Non-Energy Minerals
DCX,DISCOVEX RESOURCES LIMITED,0.005,0,0,Strong Sell,3059509,15297.545,16512840,,-0.0005,,Non-Energy Minerals
HMG,HAMELIN GOLD LIMITED,0.155,3.33333333,0.005,Buy,22730,3523.15,16500001,,,,Non-Energy Minerals
AYI,A1 INVESTMENTS & RESOURCES LTD,0.001,0,0,Sell,250000,250,16421946,,-0.0001,,Process Industries
RNE,RENU ENERGY LIMITED,0.048,6.66666667,0.003,Sell,27174,1304.352,16405471,,-0.0128,,Utilities
WHK,WHITEHAWK LIMITED,0.073,1.38888889,0.001,Sell,97519,7118.887,16396181,,-0.0097,,Technology Services
JNO,JUNO MINERALS LIMITED,0.13,8.33333333,0.01,Buy,2359,306.67,16374959,,-0.0151,,Non-Energy Minerals
CR9,CORELLA RESOURCES LTD,0.038,0,0,Sell,108888,4137.744,16365999,,-0.012,,Non-Energy Minerals
BTC,BTC HEALTH LTD,0.059,1.72413793,0.001,Buy,34,2.006,16347100,,-0.0022,,Finance
KWR,KINGWEST RESOURCES LIMITED,0.062,6.89655172,0.004,Sell,303480,18815.76,16340154,,-0.0082,,Non-Energy Minerals
ODM,ODIN METALS LIMITED,0.029,3.57142857,0.001,Strong Buy,172665,5007.285,16305641,,-0.005,,Non-Energy Minerals
AU1,THE AGENCY GROUP AUSTRALIA LTD,0.038,-5,-0.002,Strong Sell,646913,24582.694,16285910,10.81081081,0.0037,,Finance
FTC,FINTECH CHAIN LIMITED,0.025,0,0,Sell,16073,401.825,16269200,83.33333333,0.0004,156,Technology Services
HLX,HELIX RESOURCES LIMITED,0.006,-14.28571429,-0.001,Strong Sell,32822004,196932.024,16262021,,-0.0013,,Non-Energy Minerals
LIO,LION ENERGY LIMITED,0.036,-5.26315789,-0.002,Strong Sell,437419,15747.084,16192188,,-0.0097,,Energy Minerals
CHK,COHIBA MINERALS LIMITED,0.009,-10,-0.001,Sell,500000,4500,16160837,,-0.0011,,Non-Energy Minerals
ALA,AROVELLA THERAPEUTICS LIMITED,0.025,4.16666667,0.001,Sell,521776,13044.4,16078090,,-0.0151,,Health Technology
BUX,BUXTON RESOURCES LIMITED,0.11,0,0,Buy,26610,2927.1,16041199,,-0.0094,,Non-Energy Minerals
MXR,MAXIMUS RESOURCES LIMITED,0.052,4,0.002,Sell,17800,925.6,15945290,,-0.0074,,Non-Energy Minerals
WWG,WISEWAY GROUP LIMITED,0.095,4.3956044,0.004,Sell,55937,5314.015,15892917,,-0.0557,,Transportation
OZM,OZAURUM RESOURCES LIMITED,0.125,-3.84615385,-0.005,Neutral,9000,1125,15875000,,,,Non-Energy Minerals
RNT,RENT.COM.AU LIMITED,0.039,8.33333333,0.003,Buy,160355,6253.845,15864911,,-0.0066,,Technology Services
BDX,BCAL DIAGNOSTICS LIMITED,0.075,0,0,Sell,500000,37500,15858300,,-0.0166,,Health Services
AJQ,ARMOUR ENERGY LIMITED,0.007,0,0,Buy,84274,589.918,15809157,,-0.0164,46,Energy Minerals
ACU,ACUMENTIS GROUP LIMITED,0.09,-9.09090909,-0.009,Strong Sell,212308,19107.72,15778571,,,,Finance
PO3,PURIFLOH LIMITED,0.475,-5,-0.025,Buy,2271,1078.725,15761749,,-0.0075,,Industrial Services
BVR,BELLAVISTA RESOURCES LTD,0.25,6.38297872,0.015,Buy,39536,9884,15703900,,,,Non-Energy Minerals
EM1,EMERGE GAMING LIMITED,0.013,-7.14285714,-0.001,Strong Sell,1185993,15417.909,15696586,2.33333333,0.006,,Technology Services
CUS,COPPER SEARCH LIMITED,0.19,2.7027027,0.005,Sell,52273,9931.87,15657500,,,,Non-Energy Minerals
MCT,METALICITY LIMITED,0.005,25,0.001,Buy,10654235,53271.175,15564177,,-0.0008,,Non-Energy Minerals
NGS,NUTRITIONAL GROWTH SOLUTIONS LTD,0.11,4.76190476,0.005,Sell,130329,14336.19,15528531,,-0.062,,Health Technology
SLS,SOLSTICE MINERALS LIMITED,0.16,3.22580645,0.005,Neutral,92,14.72,15500000,,-0.0193,,Non-Energy Minerals
TMR,TEMPUS RESOURCES LTD,0.062,-6.06060606,-0.004,Strong Sell,114583,7104.146,15437214,,-0.0205,,Non-Energy Minerals
LCT,LIVING CELL TECHNOLOGIES LIMITED,0.011,-8.33333333,-0.001,Buy,100000,1100,15424365,,-0.0022,,Health Technology
HGV,HYGROVEST LIMITED,0.07,4.47761194,0.003,Strong Buy,434923,30444.61,15406917,,-0.0693,,Finance
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,0.32,-11.11111111,-0.04,Strong Sell,23693,7581.76,15393600,11.65048544,0.0309,,Distribution Services
SHO,SPORTSHERO LIMITED,0.029,7.40740741,0.002,Buy,200000,5800,15384448,,-0.4452,,Non-Energy Minerals
RGS,REGENEUS LTD,0.049,-2,-0.001,Strong Sell,10000,490,15321846,,-0.0143,,Health Technology
HIL,HILLS LIMITED,0.066,0,0,Sell,198630,13109.58,15311044,,-0.1026,,Distribution Services
IS3,I SYNERGY GROUP LIMITED,0.054,-5.26315789,-0.003,Buy,9807,529.578,15302301,,-0.0057,,Commercial Services
PTR,PETRATHERM LTD,0.067,-1.47058824,-0.001,Strong Sell,264375,17713.125,15283079,,-0.0034,,Utilities
TNY,TINYBEANS GROUP LTD,0.25,0,0,Neutral,22163,5540.75,15261124,,,,Technology Services
CGO,CPT GLOBAL LIMITED,0.39,6.84931507,0.025,Sell,10749,4192.11,15186608,10.45845272,0.0354,,Technology Services
INP,INCENTIAPAY LIMITED,0.012,0,0,Sell,61010,732.12,15180763,,-0.0144,,Technology Services
RAG,RAGNAR METALS LIMITED,0.034,-15,-0.006,Strong Sell,6279624,213507.216,15167395,,-0.0069,,Non-Energy Minerals
MEG,MEGADO MINERALS LTD,0.11,0,0,Buy,14555,1601.05,15125000,,-0.0143,,Non-Energy Minerals
TAR,TARUGA MINERALS LIMITED,0.026,0,0,Sell,1522885,39595.01,15029256,,-0.0012,,Non-Energy Minerals
MM1,MIDAS MINERALS LTD,0.205,-8.88888889,-0.02,Strong Sell,91416,18740.28,15000924,,-0.0159,,Non-Energy Minerals
X2M,X2M CONNECT LIMITED,0.085,6.25,0.005,Sell,103000,8755,14944178,,-0.0694,,Technology Services
ZLD,ZELIRA THERAPEUTICS LIMITED,1.51,-2.58064516,-0.04,Sell,9284,14018.84,14844529,,-1.4166,,Health Technology
HPR,HIGH PEAK ROYALTIES LIMITED,0.071,1.42857143,0.001,Buy,180000,12780,14835905,,-0.0056,,Energy Minerals
TAS,TASMAN RESOURCES LTD,0.021,-4.54545455,-0.001,Buy,203638,4276.398,14765349,,-0.0059,,Non-Energy Minerals
BPP,BABYLON PUMP & POWER LIMITED,0.006,-14.28571429,-0.001,Strong Sell,8351000,50106,14746628,,-0.0045,,Finance
EPX,EP&T GLOBAL LIMITED,0.055,-9.83606557,-0.006,Strong Sell,200000,11000,14688700,,-0.0386,,Technology Services
ILA,ISLAND PHARMACEUTICALS LIMITED,0.18,0,0,Neutral,33422,6015.96,14628325,,-0.0321,,Health Technology
BAT,BATTERY MINERALS LIMITED,0.005,0,0,Sell,1800200,9001,14626211,,-0.0028,,Non-Energy Minerals
PGM,PLATINA RESOURCES LIMITED,0.026,-3.7037037,-0.001,Strong Sell,1794863,46666.438,14607951,,-0.0115,,Non-Energy Minerals
ARD,ARGENT MINERALS LIMITED,0.017,6.25,0.001,Neutral,212808,3617.736,14606762,,-0.0022,3,Non-Energy Minerals
FZR,FITZROY RIVER CORPORATION LTD,0.135,12.5,0.015,Sell,105810,14284.35,14573824,,-0.0007,,Miscellaneous
KBC,KEYBRIDGE CAPITAL LIMITED,0.07,-2.77777778,-0.002,Strong Sell,51092,3576.44,14478649,,-0.0037,,Finance
CAZ,CAZALY RESOURCES LIMITED,0.039,0,0,Sell,389618,15195.102,14462050,7.09090909,0.0055,,Non-Energy Minerals
ID8,IDENTITII LIMITED,0.073,1.38888889,0.001,Buy,1177682,85970.786,14458314,,-0.0259,,Technology Services
GMR,GOLDEN RIM RESOURCES LTD,0.046,0,0,Sell,3609,166.014,14440016,,-0.0168,,Non-Energy Minerals
TOR,TORQUE METALS LIMITED..,0.185,0,0,Sell,76500,14152.5,14396400,,-0.0297,,Non-Energy Minerals
SCL,SCHROLE GROUP LTD,0.41,0,0,Buy,47955,19661.55,14353533,,-0.0933,,Commercial Services
EQN,EQUINOX RESOURCES LIMITED.,0.15,0,0,Sell,33989,5098.35,14325001,,,,Non-Energy Minerals
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED,0.022,0,0,Sell,50000,1100,14195645,,-0.0072,,Process Industries
TCO,TRANSMETRO CORPORATION LIMITED,1.1,3.77358491,0.04,Buy,9997,10996.7,14185744,,0.2485,,Consumer Services
1AD,ADALTA LIMITED,0.05,11.11111111,0.005,Sell,82828,4141.4,14138314,,-0.0224,,Health Technology
A8G,AUSTRALASIAN METALS LIMITED,0.26,-7.14285714,-0.02,Strong Sell,65837,17117.62,14072500,,-0.0334,,Non-Energy Minerals
AQD,AUSQUEST LIMITED,0.017,-5.55555556,-0.001,Strong Sell,100000,1700,14027538,,-0.0001,,Non-Energy Minerals
XRG,XREALITY GROUP LTD,0.033,0,0,Strong Sell,260000,8580,13975160,,-0.0202,,Consumer Services
ZGL,ZICOM GROUP LIMITED,0.065,-10.95890411,-0.008,Sell,4250,276.25,13946400,,-0.04,,Producer Manufacturing
UCM,USCOM LIMITED,0.07,2.94117647,0.002,Buy,14280,999.6,13904513,,-0.0112,,Health Technology
G50,GOLD 50 LIMITED,0.145,0,0,Sell,29588,4290.26,13847500,,,,Non-Energy Minerals
HOR,HORSESHOE METALS LIMITED,0.026,4,0.001,Buy,446720,11614.72,13798572,,-0.0087,,Non-Energy Minerals
GTE,GREAT WESTERN EXPLORATION LIMITED.,0.079,3.94736842,0.003,Buy,6202,489.958,13790056,,-0.0134,,Non-Energy Minerals
CWX,CARAWINE RESOURCES LIMITED,0.1,-4.76190476,-0.005,Sell,22521,2252.1,13783435,,-0.0084,,Non-Energy Minerals
DLM,DOMINION MINERALS LIMITED,0.061,0,0,Sell,93038,5675.318,13776908,,-0.0057,,Non-Energy Minerals
ANW,AUS TIN MINING LTD,0.001,0,0,Sell,11989000,11989,13766788,,-0.0006,,Non-Energy Minerals
WCN,WHITE CLIFF MINERALS LIMITED,0.021,5,0.001,Buy,17790350,373597.35,13725671,,-0.0034,,Non-Energy Minerals
TDO,3D OIL LIMITED,0.054,5.88235294,0.003,Buy,238500,12879,13524607,,-0.0044,,Energy Minerals
SRZ,STELLAR RESOURCES LIMITED,0.015,7.14285714,0.001,Sell,482316,7234.74,13512767,,-0.0008,,Non-Energy Minerals
SPA,SPACETALK LTD,0.065,4.83870968,0.003,Buy,53049,3448.185,13500856,,-0.0366,,Distribution Services
NUC,NUCHEV LIMITED,0.26,0,0,Sell,12000,3120,13453544,,-0.2146,,Consumer Non-Durables
BCA,BLACK CANYON LIMITED,0.26,-5.45454545,-0.015,Buy,20961,5449.86,13446110,,-0.0313,,Non-Energy Minerals
AHK,ARK MINES LIMITED,0.3,0,0,Buy,1551,465.3,13384716,0.11570057,2.5929,,Non-Energy Minerals
NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,0.13,8.33333333,0.01,Neutral,19000,2470,13367837,,-0.0485,,Non-Energy Minerals
BEX,BIKEEXCHANGE LIMITED,0.021,0,0,Neutral,110909,2329.089,13314611,,-0.0438,,Distribution Services
PVS,PIVOTAL SYSTEMS CORPORATION,0.095,-4.04040404,-0.004,Sell,5368,509.96,13235700,,,,Electronic Technology
PSL,PATERSON RESOURCES LTD,0.039,0,0,Buy,441077,17202.003,13231086,,-0.0074,,Non-Energy Minerals
FRB,FIREBIRD METALS LIMITED,0.192,1.05263158,0.002,Sell,100002,19200.384,13157600,,-0.0644,,Non-Energy Minerals
WEL,WINCHESTER ENERGY LTD,0.012,-7.69230769,-0.001,Strong Sell,1443424,17321.088,13132858,,,,Industrial Services
RFA,RARE FOODS AUSTRALIA LIMITED,0.064,-1.53846154,-0.001,Sell,404691,25900.224,13048280,,-0.0042,,Process Industries
ADY,ADMIRALTY RESOURCES NL.,0.01,0,0,Neutral,565000,5650,13035791,,-0.0027,,Non-Energy Minerals
SHE,STONEHORSE ENERGY LIMITED,0.018,-5.26315789,-0.001,Neutral,497861,8961.498,13004266,,,,Energy Minerals
WEC,WHITE ENERGY COMPANY LIMITED,0.33,10,0.03,Buy,996,328.68,12981456,,-0.4635,,Energy Minerals
SI6,SI6 METALS LIMITED,0.009,0,0,Buy,269937,2429.433,12932663,,-0.0026,,Non-Energy Minerals
PUR,PURSUIT MINERALS LTD,0.013,0,0,Strong Sell,335300,4358.9,12912890,,-0.0008,,Non-Energy Minerals
LDR,LODE RESOURCES LTD,0.135,-1.45985401,-0.002,Sell,138958,18759.33,12827800,,-0.0121,,Non-Energy Minerals
NME,NEX METALS EXPLORATION LIMITED,0.036,0,0,Buy,30000,1080,12817133,,-0.0034,,Non-Energy Minerals
CZN,CORAZON MINING LIMITED,0.019,-9.52380952,-0.002,Strong Sell,44758,850.402,12816942,,-0.0065,,Non-Energy Minerals
AUA,AUDEARA LIMITED,0.11,4.76190476,0.005,Buy,190000,20900,12683000,,-0.028,,Consumer Durables
VOR,VORTIV LIMITED,0.024,-4,-0.001,Neutral,431594,10358.256,12629215,,-0.0083,,Commercial Services
TMG,TRIGG MINERALS LIMITED,0.074,1.36986301,0.001,Sell,91626,6780.324,12581041,,-0.0306,,Non-Energy Minerals
LGM,LEGACY MINERALS HOLDINGS LIMITED,0.155,-3.125,-0.005,Buy,2876,445.78,12581000,,,,Non-Energy Minerals
GIB,GIBB RIVER DIAMONDS LIMITED,0.059,0,0,Buy,85,5.015,12479056,6.70454545,0.0088,,Non-Energy Minerals
LV1,LIVE VERDURE LTD,0.225,0,0,Buy,276893,62300.925,12468000,,,,Consumer Non-Durables
1VG,VICTORY GOLDFIELDS LIMITED,0.265,-3.63636364,-0.01,Buy,253376,67144.64,12464124,,-0.0816,,Non-Energy Minerals
SGI,STEALTH GLOBAL HOLDINGS LTD,0.125,0,0,Neutral,42008,5251,12462500,,,,Producer Manufacturing
ARC,ARC FUNDS LIMITED,0.375,-5.06329114,-0.02,Strong Sell,209,78.375,12331300,,-0.0204,,Miscellaneous
MRQ,MRG METALS LIMITED,0.007,-12.5,-0.001,Strong Sell,3399346,23795.422,12229411,,-0.0004,,Non-Energy Minerals
MHC,MANHATTAN CORPORATION LIMITED,0.009,12.5,0.001,Sell,1818906,16370.154,12210231,,-0.0004,,Non-Energy Minerals
LSR,LODESTAR MINERALS LIMITED,0.007,0,0,Sell,2555555,17888.885,12169062,,-0.0054,,Non-Energy Minerals
AEV,AVENIRA LIMITED,0.012,0,0,Sell,122000,1464,12088013,,-0.0026,,Non-Energy Minerals
ICN,ICON ENERGY LIMITED,0.016,0,0,Sell,745654,11930.464,12076321,,-0.0057,,Energy Minerals
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,0.05,0,0,Sell,250000,12500,12054260,,-0.01,,Finance
FNX,FINEXIA FINANCIAL GROUP LIMITED,0.074,-2.63157895,-0.002,Strong Buy,5610,415.14,11995927,3.65384615,0.0208,,Process Industries
AEI,AERIS ENVIRONMENTAL LTD,0.045,-8.16326531,-0.004,Strong Sell,161095,7249.275,11974425,,-0.0292,,Consumer Non-Durables
RDN,RAIDEN RESOURCES LIMITED,0.009,12.5,0.001,Buy,100000,900,11876416,,-0.0034,,Non-Energy Minerals
SHG,SINGULAR HEALTH GROUP LTD,0.115,0,0,Sell,24960,2870.4,11821870,,-0.0582,,Technology Services
GFN,GEFEN INTERNATIONAL A.I. LTD,0.085,4.9382716,0.004,Sell,5000,425,11787000,,-0.1096,,Technology Services
HCT,HOLISTA COLLTECH LIMITED,0.04,-4.76190476,-0.002,Neutral,274223,10968.92,11709602,,-0.0043,,Health Technology
E33,EAST 33 LIMITED..,0.042,-2.3255814,-0.001,Sell,15063,632.646,11661382,,-0.0323,,Consumer Non-Durables
GUL,GULLEWA LIMITED,0.06,-1.63934426,-0.001,Sell,100000,6000,11645089,5.30434783,0.013,,Miscellaneous
1ST,1ST GROUP LIMITED,0.007,-22.22222222,-0.002,Strong Sell,15822,110.754,11593564,,-0.0128,,Technology Services
LNU,LINIUS TECHNOLOGIES LIMITED,0.005,0,0,Sell,1000397,5001.985,11569331,,-0.0052,,Technology Services
RMX,RED MOUNTAIN MINING LIMITED,0.007,0,0,Buy,270000,1890,11496548,,-0.0011,,Non-Energy Minerals
REZ,RESOURCES & ENERGY GROUP LIMITED,0.025,8.69565217,0.002,Buy,55900,1397.5,11495533,,-0.0046,3,Non-Energy Minerals
AKO,AKORA RESOURCES LIMITED,0.15,-6.25,-0.01,Strong Sell,105793,15868.95,11486434,,-0.019,,Non-Energy Minerals
ZAG,ZULEIKA GOLD LIMITED,0.022,-8.33333333,-0.002,Sell,75454,1659.988,11474113,,-0.0086,,Non-Energy Minerals
RR1,REACH RESOURCES LIMITED,0.007,16.66666667,0.001,Strong Buy,18749001,131243.007,11460304,,-0.0004,,Non-Energy Minerals
SIX,SPRINTEX LIMITED,0.042,-6.66666667,-0.003,Strong Sell,118301,4968.642,11445945,,-0.0243,,Producer Manufacturing
WBE,WHITEBARK ENERGY LTD,0.002,0,0,Sell,1960964,3921.928,11296439,3.33333333,0.0006,,Energy Minerals
SSH,SSH GROUP LTD,0.18,0,0,Sell,48645,8756.1,11219609,,-0.1083,,Energy Minerals
SHH,SHREE MINERALS LIMITED,0.008,-11.11111111,-0.001,Strong Sell,433716,3469.728,11146381,,-0.0006,,Non-Energy Minerals
DUN,DUNDAS MINERALS LIMITED,0.215,16.21621622,0.03,Strong Buy,184134,39588.81,11133340,,-0.014,,Non-Energy Minerals
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,0.056,-13.84615385,-0.009,Strong Sell,112300,6288.8,11125967,1.58536585,0.0572,,Non-Energy Minerals
R3D,R3D RESOURCES LIMITED,0.08,0,0,Sell,100000,8000,11105686,,,,Finance
WYX,WESTERN YILGARN NL,0.14,0,0,Buy,351,49.14,11077151,,-0.1457,,Non-Energy Minerals
EXL,ELIXINOL WELLNESS LIMITED,0.034,-2.85714286,-0.001,Strong Sell,293419,9976.246,11069295,,-0.0422,,Process Industries
PGY,PILOT ENERGY LIMITED,0.017,-5.55555556,-0.001,Strong Sell,128473,2184.041,11005881,,,,Energy Minerals
ODE,ODESSA MINERALS LIMITED,0.015,0,0,Sell,407512,6112.68,11002102,,-0.0046,,Technology Services
BTR,BRIGHTSTAR RESOURCES LIMITED,0.018,5.88235294,0.001,Sell,175777,3163.986,10996636,,,,Non-Energy Minerals
KAL,KALGOORLIE GOLD MINING LIMITED,0.125,-7.40740741,-0.01,Strong Sell,469,58.625,10993672,,,,Non-Energy Minerals
IMB,INTELLIGENT MONITORING GROUP LIMITED,0.084,-6.66666667,-0.006,Sell,66856,5615.904,10978825,,-0.0466,,Non-Energy Minerals
GCR,GOLDEN CROSS RESOURCES LTD,0.011,10,0.001,Buy,420000,4620,10972561,,-0.001,,Non-Energy Minerals
BUY,BOUNTY OIL & GAS NL,0.008,0,0,Buy,7508151,60065.208,10964008,,,,Energy Minerals
SGC,SACGASCO LIMITED,0.018,0,0,Sell,892762,16069.716,10938709,,-0.0242,,Energy Minerals
NWM,NORWEST MINERALS LIMITED,0.063,5,0.003,Strong Buy,10776614,678926.682,10836443,,-0.0088,,Non-Energy Minerals
TTI,TRAFFIC TECHNOLOGIES LTD.,0.015,0,0,Sell,21700,325.5,10832552,,,,Electronic Technology
NNG,NEXION GROUP LTD,0.084,0,0,Sell,151085,12691.14,10792400,,-0.054,,Technology Services
PXX,POLARX LIMITED,0.011,-8.33333333,-0.001,Strong Sell,530663,5837.293,10789213,,-0.0021,1,Non-Energy Minerals
ARE,ARGONAUT RESOURCES NL,0.002,0,0,Neutral,682405,1364.81,10777077,,-0.0018,,Non-Energy Minerals
HVY,HEAVY MINERALS LIMITED,0.21,0,0,Buy,13800,2898,10774700,,,,Non-Energy Minerals
GRE,GREENTECH METALS LIMITED,0.255,8.5106383,0.02,Sell,1244,317.22,10692500,,,,Non-Energy Minerals
FOS,FOS CAPITAL LTD,0.22,-4.34782609,-0.01,Sell,1500,330,10650400,30.26315789,0.0076,,Finance
ABV,ADVANCED BRAKING TECHNOLOGY LTD,0.028,-3.44827586,-0.001,Sell,149999,4199.972,10616166,18.125,0.0017,23,Producer Manufacturing
ODA,ORCODA LIMITED,0.062,-7.46268657,-0.005,Strong Sell,632040,39186.48,10590940,60.90909091,0.0011,,Non-Energy Minerals
RML,RESOLUTION MINERALS LTD,0.012,0,0,Buy,725894,8710.728,10580955,,-0.0026,,Non-Energy Minerals
AHN,ATHENA RESOURCES LIMITED,0.012,-7.69230769,-0.001,Strong Sell,5017580,60210.96,10568579,,-0.0397,,Non-Energy Minerals
HCD,HYDROCARBON DYNAMICS LIMITED,0.018,0,0,Sell,7000,126,10567088,,,,Energy Minerals
WNR,WINGARA AG LTD,0.06,-3.22580645,-0.002,Neutral,101363,6081.78,10532550,,-0.0613,,Process Industries
CMD,CASSIUS MINING LIMITED,0.031,19.23076923,0.005,Strong Buy,2599182,80574.642,10497264,,-0.0012,,Non-Energy Minerals
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,0.056,12,0.006,Sell,367781,20595.736,10495323,,-0.4086,,Health Technology
MHK,METAL HAWK LIMITED.,0.165,-8.33333333,-0.015,Sell,366009,60391.485,10469771,,-0.0294,,Non-Energy Minerals
MBK,METAL BANK LIMITED,0.004,0,0,Sell,605516,2422.064,10431274,,-0.0008,,Non-Energy Minerals
BMG,BMG RESOURCES LIMITED,0.027,0,0,Sell,55000,1485,10421775,,-0.005,,Non-Energy Minerals
MXO,MOTIO LTD,0.042,0,0,Sell,111342,4676.364,10344237,,-0.0151,,Non-Energy Minerals
WML,WOOMERA MINING LIMITED,0.015,0,0,Sell,3304682,49570.23,10302496,,-0.0026,,Non-Energy Minerals
KOR,KORAB RESOURCES LIMITED,0.028,0,0,Sell,1043056,29205.568,10277400,,-0.0013,4,Non-Energy Minerals
